pl_name,pl_letter,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ptv_flag,ast_flag,micro_flag,ima_flag,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbtper,pl_orbtper_systemref,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_msinie,pl_msinij,pl_dens,pl_eqt,pl_insol,pl_trandur,pl_trandep,pl_tranmid,pl_tranmid_systemref,pl_ratror,pl_ratdor,pl_imppar,pl_occdep,pl_rvamp,pl_projobliq,pl_trueobliq,pl_angsep,pl_nespec,pl_ntranspec,pl_ndispec,pl_pubdate,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_rotp,st_vsin,st_radv,st_log_rhk,st_nphot,st_nrvc,st_nspec,sy_name,ra,dec,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_snum,sy_pnum,sy_mnum,cb_flag,sy_vmag,sy_bmag,sy_jmag,sy_hmag,sy_kmag,sy_gaiamag,sy_tmag,sy_kepmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,discoverymethod,disc_year,disc_facility,disc_instrument,disc_locale,disc_pubdate,disc_refname,planet_class,habitability_zone_est,calc_density
KOI-351 f,f,0,1,0,0,0,0,0,0,124.9144,0.48,0.0,89.77,,,,2.88,0.257,,,8.65,0.0272,M-R relationship,,,1.99,407.0,6.796,10.94,0.04987,2455087.704,HJD,0.022,86.4,0.35,,,,,0.566,0,0,0,,KOI-351,,,TIC 267667295,Gaia DR2 2132193431285570304,Gaia DR3 2132193431285570304,,6080.0,1.2,1.2,-0.12,4.4,0.26853,0.53,1.18855,,4.6,,,0,0,0,KOI-351,284.4334642,49.3051239,848.254,1.15007,5.432016,-4.37917,-3.21398,1,8,0,0,13.883,14.604,12.79,12.531,12.482,13.7397,13.3396,13.804,,13.741,13.66,13.634,12.438,12.476,12.513,9.588,Transit,2013,Kepler,Kepler CCD Array,Space,2014-01,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Sub-Neptune,Hot Zone,1.99
KOI-351 g,g,0,1,0,1,0,0,0,0,210.73514,0.71704,0.0292,89.92,114.6,,,7.718,0.68855503,15.0,0.0471952779224042,15.0,0.04719528,Mass,22.70577859,0.07144036825,0.272128,342.0,3.387,12.32,0.38,2454979.97608,BJD,0.058748,143.068,0.0154,,2.27919,,,0.845,0,0,0,,KOI-351,,,TIC 267667295,Gaia DR2 2132193431285570304,Gaia DR3 2132193431285570304,,6031.13,1.185,1.242,0.083,4.27,0.26853,0.53,1.18855,,4.6,,,0,0,0,KOI-351,284.4334642,49.3051239,848.254,1.15007,5.432016,-4.37917,-3.21398,1,8,0,0,13.883,14.604,12.79,12.531,12.482,13.7397,13.3396,13.804,,13.741,13.66,13.634,12.438,12.476,12.513,9.588,Transit,2013,Kepler,Kepler CCD Array,Space,2014-01,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Gas Giant,Hot Zone,0.272128
KOI-351 h,h,0,1,1,1,0,0,0,0,331.60296,0.97062,0.0276,89.927,119.0,,,11.252,1.00383793,203.0,0.638709427883204,203.0,0.63870943,Mass,235.7495194,0.7417467148,0.911829,294.0,1.849,14.404,0.83221,2454973.50056,BJD,0.083115,190.456,0.5485,,20.34113,,,1.14,0,0,0,,KOI-351,,,TIC 267667295,Gaia DR2 2132193431285570304,Gaia DR3 2132193431285570304,,6031.13,1.185,1.242,0.083,4.27,0.26853,0.53,1.18855,,4.6,,,0,0,0,KOI-351,284.4334642,49.3051239,848.254,1.15007,5.432016,-4.37917,-3.21398,1,8,0,0,13.883,14.604,12.79,12.531,12.482,13.7397,13.3396,13.804,,13.741,13.66,13.634,12.438,12.476,12.513,9.588,Transit,2013,Kepler,Kepler CCD Array,Space,2014-01,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Gas Giant,Hot Zone,0.911829
Kepler-90 i,i,0,1,0,0,0,0,0,0,14.44912,0.1201380843,0.0,89.2,,,,1.32,0.11776251,,,2.3,0.00724,M-R relationship,,,5.5,709.0,128.579,2.8,,2455644.3488,BJD-TDB,0.00935,33.8,0.5,,,,,0.142,0,0,0,,KOI-351,,,TIC 267667295,Gaia DR2 2132193431285570304,Gaia DR3 2132193431285570304,,6015.0,1.29,1.12,0.098,4.27,0.26853,0.53,1.18855,,4.6,,,0,0,0,KOI-351,284.4334642,49.3051239,848.254,1.15007,5.432016,-4.37917,-3.21398,1,8,0,0,13.883,14.604,12.79,12.531,12.482,13.7397,13.3396,13.804,,13.741,13.66,13.634,12.438,12.476,12.513,9.588,Transit,2017,Kepler,Kepler CCD Array,Space,2018-02,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,Super-Earth,Hot Zone,5.5
KOI-3680 b,b,0,1,1,0,0,0,0,0,141.241671,0.534,0.496,89.892,154.7,,,11.09691,0.99,613.4119,1.93,613.4119,1.93,Mass,,,2.46,347.0,3.3,6.7368,1.29905,2455936.65434,BJD-TDB,0.10646,125.7,0.15,,87.7,,,0.579,0,0,0,,KOI-3680,,,TIC 275574174,Gaia DR2 2126518783059463168,Gaia DR3 2126518783059463168,,5830.0,0.96,1.01,0.16,4.473,0.06783,3.2,1.88,,3.5,-44.9284,,0,0,0,KOI-3680,293.2815266,45.3096572,921.986,1.05642,12.0589008,-11.5087,-3.60096,1,1,0,0,14.616,15.259,13.384,13.041,13.101,14.5027,14.0291,14.524,,14.465,14.325,14.27,12.996,13.011,12.393,9.466,Transit,2018,Kepler,Kepler CCD Array,Space,2019-03,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,Gas Giant,Hot Zone,2.46
KOI-4777.01,b,0,1,0,0,0,0,0,0,0.412,0.008,0.0,87.0,90.0,,,0.51,0.04549923,99.2,0.312118104660166,99.2,0.3121181,Mass,,,,1180.0,320.0,0.73,0.01831,2454965.219,BJD-TDB,0.0116,4.28,0.2,,83.0,,,0.0464,0,0,0,,KOI-4777,,,TIC 158427808,Gaia DR2 2102436351673656704,Gaia DR3 2102436351673656704,,3515.0,0.4,0.41,0.1,4.77,-1.64043,4.0,8.9,44.0,2.0,28.11,,0,0,0,KOI-4777,287.2621474,42.0322257,172.245,5.77722,13.8517616,-2.2114,-13.6741,1,1,0,0,16.413,18.608,13.221,12.671,12.449,15.8525,14.7079,15.896,,16.182,15.156,14.621,12.331,12.21,12.288,9.438,Transit,2022,Kepler,Kepler CCD Array,Space,2022-01,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....3C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,Terrestrial,Hot Zone,
KOI-4978 b,b,0,1,0,0,0,0,0,0,0.941967,,,,,,,0.7,0.06244992,,,0.271,0.000852,M-R relationship,,,4.34,,,2.2,,2454833.099,BJD,,3.6,,,,,,,0,0,0,,KOI-4978,,,TIC 120962288,Gaia DR2 2099983478670059136,Gaia DR3 2099983478670059136,G,5050.28,0.966,0.859,0.18,4.402,-0.1769,1.48,1.1,,,,,0,0,0,KOI-4978,286.5907635,38.5582993,936.341,1.03972,1.6819067,1.51119,0.738319,1,1,0,0,15.633,16.237,13.99,13.535,13.507,15.2477,14.6908,15.278,17.5755,15.1797,14.9437,14.8226,13.324,13.349,13.017,9.19,Transit,2024,Kepler,Kepler CCD Array,Space,2024-11,<a refstr=WANG_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.534.1913W/abstract target=ref>Wang et al. 2024</a>,Terrestrial,Unknown,4.34
KOI-55 b,b,1,0,0,0,0,0,0,0,0.240104,0.006,,65.0,,,,0.759,0.0677,0.44,0.0014,0.44,0.0014,Mass,,,5.53,7777.78,636352.1258,,,,,,,,,,,,0.00487,0,0,0,,KOI-55,,,TIC 184427882,Gaia DR2 2076819620539690880,Gaia DR3 2076819620539690880,B,27730.0,0.203,0.496,-0.106,5.52,1.36,,84.1,,,,,0,0,0,KOI-55,296.3561853,41.0927315,1231.02,0.785017,7.8384452,7.18486,-3.13353,1,2,0,0,15.154,14.837,15.356,15.593,15.495,14.9062,15.016,15.019,,15.115,15.447,15.704,15.438,15.983,12.687,9.173,Orbital Brightness Modulation,2011,Kepler,Kepler CCD Array,Space,2011-12,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,Terrestrial,Hot Zone,5.53
KOI-55 c,c,1,0,0,0,0,0,0,0,0.342887,0.0076,,65.0,,,,0.867,0.0773,0.655,0.0021,0.655,0.0021,Mass,,,5.52,6910.74,396618.3609,,,,,,,,,,,,0.00617,0,0,0,,KOI-55,,,TIC 184427882,Gaia DR2 2076819620539690880,Gaia DR3 2076819620539690880,B,27730.0,0.203,0.496,-0.106,5.52,1.36,,84.1,,,,,0,0,0,KOI-55,296.3561853,41.0927315,1231.02,0.785017,7.8384452,7.18486,-3.13353,1,2,0,0,15.154,14.837,15.356,15.593,15.495,14.9062,15.016,15.019,,15.115,15.447,15.704,15.438,15.983,12.687,9.173,Orbital Brightness Modulation,2011,Kepler,Kepler CCD Array,Space,2011-12,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,Terrestrial,Hot Zone,5.52
KOI-7368 b,b,0,1,0,0,0,0,0,0,6.8430344,0.0678,0.0,71.62,,,,2.22,0.198,,,5.56,0.0175,M-R relationship,,,2.79,805.0,99.24,2.79,0.1723,2454970.0463,BJD-TDB,0.023,16.67,0.508,,,,,0.256,0,0,0,,KOI-7368,,,TIC 27010191,Gaia DR2 2128840912955018368,Gaia DR3 2128840912955018368,,5241.0,0.874,0.879,0.0578,4.499,-0.31552,0.036,1.87,2.606,,,,0,0,0,KOI-7368,293.9476365,48.0652589,264.995,3.7449,3.5473104,2.84572,2.11785,1,1,0,0,12.969,14.054,11.296,10.884,10.794,12.8094,12.2288,12.92,,12.873,12.609,,10.764,10.799,10.695,9.753,Transit,2022,Kepler,Kepler CCD Array,Space,2022-11,<a refstr=BOUMA_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..215B/abstract target=ref>Bouma et al. 2022</a>,Sub-Neptune,Hot Zone,2.79
KIC 8540376 b,b,0,1,0,0,0,0,0,0,31.8099,,,89.3,,,,4.1,0.3657775,,,15.8,0.0496,M-R relationship,,,1.26,,,,0.09,2456353.292,BJD,0.03,34.7,,,,,,,0,0,0,,KOI-7892,,,TIC 123449386,Gaia DR2 2105414310196331264,Gaia DR3 2105414310196331264,,6474.0,1.26,1.04,-0.16,4.31,0.2987,,0.31886,,,,,0,0,0,KOI-7892,282.3775397,44.694569,1072.3,0.90386,4.1319544,2.8337,-3.00719,1,3,0,0,14.411,15.061,13.26,13.014,12.966,14.2165,13.8263,14.294,,14.247,14.151,14.153,12.945,12.997,12.584,9.437,Transit,2015,Kepler,Kepler CCD Array,Space,2015-12,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,Neptune-like,Unknown,1.26
KIC 8540376 c,c,0,1,0,0,0,0,0,0,75.2,,,89.701,,,,2.4,0.21411366,,,6.35,0.02,M-R relationship,,,2.52,,,,0.0324,2456349.911,BJD,0.018,103.9,,,,,,,0,0,0,,KOI-7892,,,TIC 123449386,Gaia DR2 2105414310196331264,Gaia DR3 2105414310196331264,,6474.0,1.26,1.04,-0.16,4.31,0.2987,,0.31886,,,,,0,0,0,KOI-7892,282.3775397,44.694569,1072.3,0.90386,4.1319544,2.8337,-3.00719,1,3,0,0,14.411,15.061,13.26,13.014,12.966,14.2165,13.8263,14.294,,14.247,14.151,14.153,12.945,12.997,12.584,9.437,Transit,2015,Kepler,Kepler CCD Array,Space,2015-12,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,Sub-Neptune,Unknown,2.52
Kepler-457 d,d,0,1,0,0,0,0,0,0,10.6906004,0.0996,0.0,86.62,,,,2.98467257,0.26627511,,,9.19,0.0289,M-R relationship,,,1.9,1008.0,244.47,4.657,0.04084,2454974.116,BJD,0.019947,12.44,0.734,,,,,0.0929,0,0,0,,KOI-7892,,,TIC 123449386,Gaia DR2 2105414310196331264,Gaia DR3 2105414310196331264,,6474.0,1.242,1.148,-0.16,4.311,0.2987,,0.31886,,,,,0,0,0,KOI-7892,282.3775397,44.694569,1072.3,0.90386,4.1319544,2.8337,-3.00719,1,3,0,0,14.411,15.061,13.26,13.014,12.966,14.2165,13.8263,14.294,,14.247,14.151,14.153,12.945,12.997,12.584,9.437,Transit,2021,Kepler,Kepler CCD Array,Space,2022-02,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Sub-Neptune,Hot Zone,1.9
KOI-7913 b,b,0,1,0,0,0,0,0,0,24.278553,0.1456,0.0,88.62,,,,2.34,0.209,,,6.08,0.0191,M-R relationship,,,2.61,432.0,8.27,4.39,0.07144,2454987.5121,BJD-TDB,0.027,40.92,0.312,,,,,0.537,0,0,0,,KOI-7913 A,,,TIC 158320130,Gaia DR2 2106235301785454208,Gaia DR3 2106235301785454208,K6 V,4324.0,0.788,0.76,-0.06,4.523,-0.76792,0.036,2.2,3.387,13.3,-17.8,,0,0,0,KOI-7913,286.7485252,45.1587234,271.277,3.65739,2.6833047,2.49304,0.992409,2,1,0,0,14.23,15.703,12.274,11.635,11.212,14.2239,13.4497,14.164,,14.156,13.696,13.403,10.788,10.8,10.639,9.022,Transit,2022,Kepler,Kepler CCD Array,Space,2022-11,<a refstr=BOUMA_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..215B/abstract target=ref>Bouma et al. 2022</a>,Sub-Neptune,Hot Zone,2.61
KOI-94 b,b,0,1,1,0,0,0,0,0,3.743208,0.05119,0.25,89.3,,,,1.71,0.153,10.5,0.033,10.5,0.033,Mass,5.756953608,0.01805098043,10.1,1486.0,1053.181,3.6888,0.01263,2454964.6175,BJD,0.01031,7.25,0.088,,3.3,,,0.107,0,0,0,,KOI-94,,,TIC 273231214,Gaia DR2 2076970047474270208,Gaia DR3 2076970047474270208,,6182.0,1.52,1.277,0.0228,4.181,0.479,3.16,0.77072,,7.3,,,0,0,0,KOI-94,297.3330716,41.8911186,477.052,2.0676,2.3935464,1.9665,1.36453,2,4,0,0,12.314,13.005,11.218,10.957,10.926,12.1882,11.7889,12.205,,12.186,12.057,12.039,10.778,10.813,10.827,9.546,Transit,2013,Kepler,Kepler CCD Array,Space,2013-05,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Super-Earth,Hot Zone,10.1
KOI-94 c,c,0,1,1,1,0,0,0,0,10.423648,0.1013,0.43,88.36,,,,4.32,0.385,15.6,0.049,15.6,0.049,Mass,6.204259261,0.01952013136,0.91,1012.0,268.219,5.2257,0.07773,2454971.0087,BJD,0.02599,14.3,0.41,,3.5,,,0.212,0,0,0,,KOI-94,,,TIC 273231214,Gaia DR2 2076970047474270208,Gaia DR3 2076970047474270208,,6182.0,1.52,1.277,0.0228,4.181,0.479,3.16,0.77072,,7.3,,,0,0,0,KOI-94,297.3330716,41.8911186,477.052,2.0676,2.3935464,1.9665,1.36453,2,4,0,0,12.314,13.005,11.218,10.957,10.926,12.1882,11.7889,12.205,,12.186,12.057,12.039,10.778,10.813,10.827,9.546,Transit,2013,Kepler,Kepler CCD Array,Space,2013-05,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Neptune-like,Hot Zone,0.91
KOI-94 d,d,0,1,1,1,0,0,0,0,22.342989,0.1684,0.022,89.871,,,,11.27,1.005,106.0,0.334,106.0,0.334,Mass,79.6018337,0.2504553721,0.363,806.0,97.12,6.68603,0.56128,2454965.74052,BJD,0.068016,23.8,0.055,,18.3,-11.0,,0.353,0,2,0,,KOI-94,,,TIC 273231214,Gaia DR2 2076970047474270208,Gaia DR3 2076970047474270208,,6182.0,1.52,1.277,0.0228,4.181,0.479,3.16,0.77072,,7.3,,,0,0,0,KOI-94,297.3330716,41.8911186,477.052,2.0676,2.3935464,1.9665,1.36453,2,4,0,0,12.314,13.005,11.218,10.957,10.926,12.1882,11.7889,12.205,,12.186,12.057,12.039,10.778,10.813,10.827,9.546,Transit,2013,Kepler,Kepler CCD Array,Space,2013-05,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Gas Giant,Hot Zone,0.363
KOI-94 e,e,0,1,1,1,0,0,0,0,54.32031,0.3046,0.019,89.76,,,,6.56,0.585,35.0,0.11,35.0,0.11,Mass,8.093861738,0.02546612974,0.6,584.0,29.7,8.4652,0.19962,2454994.2379,BJD,0.0396,43.1,0.18,,4.5,,,0.639,0,0,0,,KOI-94,,,TIC 273231214,Gaia DR2 2076970047474270208,Gaia DR3 2076970047474270208,,6182.0,1.52,1.277,0.0228,4.181,0.479,3.16,0.77072,,7.3,,,0,0,0,KOI-94,297.3330716,41.8911186,477.052,2.0676,2.3935464,1.9665,1.36453,2,4,0,0,12.314,13.005,11.218,10.957,10.926,12.1882,11.7889,12.205,,12.186,12.057,12.039,10.778,10.813,10.827,9.546,Transit,2013,Kepler,Kepler CCD Array,Space,2013-05,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Gas Giant,Hot Zone,0.6
KOI-984 b,b,0,1,0,1,0,0,0,0,4.2881785,0.0504,0.12,88.93,-75.0,,,4.3,0.38362097,,,17.1,0.0537,M-R relationship,,,1.18,1022.0,186.31,1.58,0.229,2454957.7837,BJD-TDB,0.029232,13.26,0.83,,,,,0.199,0,0,0,,KOI-984,,,TIC 122784501,,,,5295.0,0.818,0.928,0.12,4.54,-0.324,1.3,2.396705,,,,,0,0,0,KOI-984,291.0489438,36.8400772,252.667,,58.4139074,36.3017,45.7643,1,2,0,0,12.795,,10.457,10.096,10.016,,11.517,11.631,14.656,11.956,11.353,11.239,9.868,9.914,9.843,8.99,Transit,2022,Kepler,Kepler CCD Array,Space,2022-05,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,Neptune-like,Hot Zone,1.18
KOI-984 c,c,0,0,0,0,0,0,0,0,21.512,0.1467,0.38,,84.0,,,14.1,1.25,209.8,0.66010462054136,209.8,0.66010462,Mass,,,0.411,597.0,22.0364,,,,,,,,,,,,0.581,0,0,0,,KOI-984,,,TIC 122784501,,,,5295.0,0.818,0.928,0.12,4.54,-0.324,1.3,2.396705,,,,,0,0,0,KOI-984,291.0489438,36.8400772,252.667,,58.4139074,36.3017,45.7643,1,2,0,0,12.795,,10.457,10.096,10.016,,11.517,11.631,14.656,11.956,11.353,11.239,9.868,9.914,9.843,8.99,Transit Timing Variations,2022,Kepler,Kepler CCD Array,Space,2022-05,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,Gas Giant,Hot Zone,0.411
KPS-1 b,b,0,1,1,0,0,0,0,0,1.706291,0.0269,0.0,83.2,,,,11.54527,1.03,346.4347,1.09,346.4347,1.09,Mass,,,1.31,1459.0,729.0,1.68,1.098,2457508.37019,BJD-TDB,0.1143,6.37,0.754,,198.7,,,0.102,0,0,0,,KPS-1,,,TIC 99834717,Gaia DR2 1055895483267019392,Gaia DR3 1055895483267019392,K1 V,5165.0,0.907,0.892,0.22,4.47,-0.35281,,1.68,,5.1,,,0,0,0,KPS-1,165.167198,64.9638452,262.706,3.778,39.4033699,-22.3885,-32.425,1,1,0,0,12.97,13.949,11.41,11.029,10.931,12.7933,12.212,,15.8115,13.6166,13.3087,12.6538,10.852,10.919,10.801,9.018,Transit,2018,Acton Sky Portal Observatory,SBIG ST-8300M camera,Ground,2018-07,<a refstr=BURDANOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130g4401B/abstract target=ref>Burdanov et al. 2018</a>,Gas Giant,Hot Zone,1.31
Kapteyn c,c,1,0,1,0,0,0,0,0,121.54,0.311,0.23,,3.9,,,2.54,0.227,,,7.0,0.022,Msini,7.0,0.022,2.35,165.59,0.1666,,,,,,,,,2.27,,,79.1,0,0,0,,Kapteyn,HD 33793,HIP 24186,TIC 200385493,Gaia DR2 4810594479417465600,Gaia DR3 4810594479418041856,M2.0V,3550.0,0.291,0.281,-0.89,4.92351,-1.79289,,14.276042,,6.0,244.98715,,1,0,2,Kapteyn,77.9586613,-45.0430198,3.93305,254.226,8644.9046131,6491.47,-5709.22,1,1,0,0,8.86,10.329,5.821,5.316,5.049,8.06198,7.05289,,,,,,4.921,4.295,4.733,4.6,Radial Velocity,2014,Multiple Observatories,Multiple Instruments,Ground,2014-09,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,Sub-Neptune,Cold Zone,2.35
Kepler-10 b,b,0,1,1,0,0,0,0,0,0.8374907,0.01685,0.0,84.8,,,,1.47,0.13114484,3.24,0.0101941800312393,3.24,0.01019418,Mass,3.657838386,0.01150884663,5.54,2188.0,3741.78,1.811,0.01919,2455034.08687,BJD-TDB,0.01268,3.65398,0.339,0.00075,2.32,,,0.0908,0,0,0,,Kepler-10,,,TIC 377780790,Gaia DR2 2132155017099178624,Gaia DR3 2132155017099178624,,5708.0,1.065,0.91,-0.15,4.344,0.05467,10.6,1.068,,2.04,-98.73989,,0,2,0,Kepler-10,285.679298,50.2414842,185.506,5.36185,45.3461486,-18.3937,41.4481,1,3,0,0,11.043,12.258,9.889,9.563,9.496,10.9191,10.4767,10.961,,10.92,10.778,10.729,9.44,9.491,9.443,9.403,Transit,2011,Kepler,Kepler CCD Array,Space,2011-03,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,Super-Earth,Hot Zone,5.54
Kepler-10 c,c,0,1,1,1,0,0,0,0,45.294301,0.241,0.136,89.623,330.0,,,2.355,0.21009939,11.29,0.0355223125162629,11.29,0.03552231,Mass,12.07050821,0.03797806603,4.75,579.0,18.3,6.8714,0.04768,2455062.26648,BJD-TDB,0.020414,48.75,0.3182,,2.19,,,1.3,0,2,0,,Kepler-10,,,TIC 377780790,Gaia DR2 2132155017099178624,Gaia DR3 2132155017099178624,,5708.0,1.065,0.91,-0.15,4.344,0.05467,10.6,1.068,,2.04,-98.73989,,0,2,0,Kepler-10,285.679298,50.2414842,185.506,5.36185,45.3461486,-18.3937,41.4481,1,3,0,0,11.043,12.258,9.889,9.563,9.496,10.9191,10.4767,10.961,,10.92,10.778,10.729,9.44,9.491,9.443,9.403,Transit,2011,Kepler,Kepler CCD Array,Space,2011-11,<a refstr=FRESSIN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....5F/abstract target=ref> Fressin et al. 2011 </a>,Sub-Neptune,Hot Zone,4.75
Kepler-10 d,d,0,0,1,0,0,0,0,0,151.06,0.5379,0.19,,150.0,,,3.49,0.312,,,12.0,0.03775622,Msini,12.0,0.0377562223379234,1.55,387.0,3.9198,,,2457165.4,BJD-TDB,,,,,1.68,,,2.9,0,0,0,,Kepler-10,,,TIC 377780790,Gaia DR2 2132155017099178624,Gaia DR3 2132155017099178624,,5708.0,1.065,0.91,-0.15,4.344,0.05467,10.6,1.068,,2.04,-98.73989,,0,2,0,Kepler-10,285.679298,50.2414842,185.506,5.36185,45.3461486,-18.3937,41.4481,1,3,0,0,11.043,12.258,9.889,9.563,9.496,10.9191,10.4767,10.961,,10.92,10.778,10.729,9.44,9.491,9.443,9.403,Radial Velocity,2023,Roque de los Muchachos Observatory,HARPS-N Spectrograph,Ground,2023-09,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,Sub-Neptune,Hot Zone,1.55
Kepler-100 b,b,0,1,1,0,0,0,0,0,6.88734,0.07309,0.13,85.37,,,,1.34,0.119547,4.01,0.0126168709645894,4.01,0.01261687,Mass,5.444915669,0.01713162057,12.357908,1155.0,478.214,4.4276,0.00739,2454966.17656,BJD,0.008062,6.18,0.54,,1.25,,,0.24,0,0,0,,Kepler-100,,,TIC 159654016,Gaia DR2 2101733244046205568,Gaia DR3 2101733244046205568,,5837.0,1.51,1.13,0.1,4.1,0.39445,6.92,0.44,,3.7,-60.44127,,0,1,0,Kepler-100,291.3861294,41.9901394,304.645,3.2537,34.7865814,19.9077,-28.527,1,4,0,0,11.055,11.857,10.081,9.804,9.768,11.1293,10.6983,11.197,,11.125,11.03,10.992,9.729,9.763,9.753,8.96,Transit,2014,Kepler,Kepler CCD Array,Space,2014-02,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Super-Earth,Hot Zone,12.357908
Kepler-100 c,c,0,1,1,0,0,0,0,0,12.8159,0.11061,0.02,87.4,,,,2.2,0.196,7.05,0.0221816694459302,7.05,0.02218167,Mass,4.002234654,0.01259243847,1.721102,939.0,208.657,6.3728,0.02181,2454955.94713,BJD,0.01355,9.35,0.05,,1.02819,,,0.363,0,0,0,,Kepler-100,,,TIC 159654016,Gaia DR2 2101733244046205568,Gaia DR3 2101733244046205568,,5825.0,1.49,1.08,0.02,4.125,0.39445,6.46,0.44,,3.7,-60.44127,,0,1,0,Kepler-100,291.3861294,41.9901394,304.645,3.2537,34.7865814,19.9077,-28.527,1,4,0,0,11.055,11.857,10.081,9.804,9.768,11.1293,10.6983,11.197,,11.125,11.03,10.992,9.729,9.763,9.753,8.96,Transit,2014,Kepler,Kepler CCD Array,Space,2014-02,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Sub-Neptune,Hot Zone,1.721102
